hs6,hts8,n_h8,s_h8_in_h6,w8_main,W6
071029,07102905,5,0.17906098362892078,3360262,18766020
071029,07102915,5,0.01111359787530867,208558,18766020
071029,07102925,5,0.10073212114236263,1890341,18766020
071029,07102930,5,0.20352498825003917,3819354,18766020
071029,07102940,5,0.5055683091033687,9487505,18766020
071030,07103000,1,1,24645509,24645509
071040,07104000,1,1,27907067,27907067
071080,07108015,10,0.003956046521871673,2097554,530214695
071080,07108020,10,0.04499234031980196,23855600,530214695
071080,07108040,10,0.007390981496655803,3918807,530214695
071080,07108045,10,0.0016721735711229203,886611,530214695
071080,07108050,10,0.0020710931069158694,1098124,530214695
071080,07108065,10,0.03513646863371073,18629872,530214695
071080,07108070,10,0.06720812594603777,35634736,530214695
071080,07108085,10,8.042553403767883e-4,426428,530214695
071080,07108093,10,0.01683618180367483,8926791,530214695
071080,07108097,10,0.8199323332598316,434740172,530214695
071090,07109011,2,6.180423405564595e-5,6013,97291069
071090,07109091,2,0.9999381957659443,97285056,97291069
071120,07112018,4,0.03905641156745092,129550,3316997
071120,07112028,4,0.006766361259898638,22444,3316997
071120,07112038,4,0.1488255792815007,493654,3316997
071120,07112040,4,0.8053516478911498,2671349,3316997
071140,07114000,1,1,7877901,7877901
071159,07115910,2,0.24782594153455081,29638,119592
071159,07115990,2,0.7521740584654492,89954,119592
071190,07119020,4,0.03541583426231498,320871,9060100
071190,07119030,4,0.0150700323395989,136536,9060100
071190,07119050,4,0.045404907230604516,411373,9060100
071190,07119065,4,0.9041092261674816,8191320,9060100
071220,07122020,2,0.39210285155509006,3375457,8608601
071220,07122040,2,0.6078971484449099,5233144,8608601
071231,07123110,2,0.9027732542330985,9130423,10113750
071231,07123120,2,0.09722674576690149,983327,10113750
071232,07123200,1,1,486137,486137
071233,07123300,1,1,87028,87028
071239,07123910,3,0.8241808962966451,14492176,17583732
071239,07123920,3,0.1345802472421668,2366423,17583732
071239,07123940,3,0.041238856461188106,725133,17583732
071290,07129010,11,0.1012911038055541,17717975,174921334
071290,07129015,11,1.7242036354467775e-5,3016,174921334
071290,07129020,11,0.001561856371390353,273202,174921334
071290,07129030,11,0.009704213666698883,1697474,174921334
071290,07129040,11,0.28749292524832903,50288646,174921334
071290,07129060,11,0.04882106032875327,8539845,174921334
071290,07129065,11,0.05362319612769475,9379841,174921334
071290,07129070,11,0.006908191084341948,1208390,174921334
071290,07129074,11,0.048756562764379556,8528563,174921334
071290,07129078,11,0.14920585958943122,26099288,174921334
071290,07129085,11,0.2926177889770724,51185094,174921334
071310,07131010,3,0.224570949058282,11728618,52226782
071310,07131020,3,0.30021141260436074,15679076,52226782
071310,07131040,3,0.47521763833735725,24819088,52226782
071320,07132010,2,0.18179917501910695,4005977,22035177
071320,07132020,2,0.8182008249808931,18029200,22035177
071331,07133110,3,0.3368849267856451,9640451,28616451
071331,07133120,3,0.17792765427131407,5091658,28616451
071331,07133140,3,0.48518741894304085,13884342,28616451
071332,07133210,2,0.1138116497975848,825691,7254890
071332,07133220,2,0.8861883502024152,6429199,7254890
071333,07133310,3,0.2349857777986362,13298599,56593208
071333,07133320,3,0.25951105298713584,14686563,56593208
071333,07133340,3,0.505503169214228,28608046,56593208
071334,07133420,2,0.2166131369112149,42759,197398
071334,07133440,2,0.7833868630887851,154639,197398
071335,07133500,1,1,3033118,3033118
071339,07133911,3,0.47195808547540274,53285984,112904060
071339,07133921,3,0.15603848966990203,17617379,112904060
071339,07133941,3,0.37200342485469523,42000697,112904060
071340,07134010,2,0.20282559217149543,5832544,28756450
071340,07134020,2,0.7971744078285046,22923906,28756450
071350,07135010,2,0.14266841497080435,780786,5472732
071350,07135020,2,0.8573315850291957,4691946,5472732
071360,07136060,2,0.04533648540895106,135661,2992314
071360,07136080,2,0.9546635145910489,2856653,2992314
071390,07139011,4,5.182168982493281e-4,83891,161883953
071390,07139050,4,0.989341667484485,160158540,161883953
071390,07139061,4,0.0021737361454226413,351893,161883953
071390,07139081,4,0.007966379471843019,1289629,161883953
071410,07141010,2,0.39269660983742655,21883921,55727298
071410,07141020,2,0.6073033901625735,33843377,55727298
071420,07142010,2,0.010909457446563013,100222,9186708
071420,07142020,2,0.989090542553437,9086486,9186708
071430,07143010,3,0.996253466550325,47394278,47572510
071430,07143020,3,0.003175132024776494,151049,47572510
071430,07143060,3,5.714014248985391e-4,27183,47572510
071440,07144010,3,0.6854708353044051,1195444,1743975
071440,07144020,3,0.31139322524692153,543062,1743975
071440,07144060,3,0.0031359394486732894,5469,1743975
071450,07145010,3,0.9153177761950647,1638579,1790175
071450,07145020,3,0.08338179228287737,149268,1790175
071450,07145060,3,0.0013004315220578994,2328,1790175
071490,07149005,8,3.782026810860101e-5,2100,55525783
071490,07149010,8,0.8299223443638787,46082088,55525783
071490,07149039,8,0.019265374429749148,1069725,55525783
071490,07149041,8,0.0016218591640571732,90055,55525783
071490,07149044,8,0.1232725885198233,6844807,55525783
071490,07149046,8,0.017781397157425046,987326,55525783
071490,07149048,8,3.5621289662858064e-4,19779,55525783
071490,07149061,8,0.007742403200329475,429903,55525783
080111,08011100,1,1,92404861,92404861
080112,08011200,1,1,29315,29315
080119,08011901,1,1,36171360,36171360
080121,08012100,1,1,2654291,2654291
080122,08012200,1,1,46775083,46775083
080131,08013100,1,1,6471595,6471595
080132,08013200,1,1,804095764,804095764
080211,08021100,1,1,1888614,1888614
080212,08021200,1,1,29445597,29445597
080221,08022100,1,1,3707033,3707033
080222,08022200,1,1,21056969,21056969
080231,08023100,1,1,48687,48687
080232,08023200,1,1,5639268,5639268
080241,08024100,1,1,10745227,10745227
080242,08024200,1,1,2737822,2737822
080251,08025100,1,1,3211834,3211834
080252,08025200,1,1,1227295,1227295
080261,08026100,1,1,5638952,5638952
080262,08026200,1,1,83033099,83033099
080270,08027020,1,1,3777373,3777373
080280,08028010,2,0.04131371674840244,8896,215328
080280,08028020,2,0.9586862832515975,206432,215328
080290,08029010,6,0.21889980612052864,81039666,370213512
080290,08029015,6,0.5212323719832247,192967267,370213512
080290,08029020,6,2.9846290429291517e-4,110495,370213512
080290,08029025,6,0.015169008742176866,5615772,370213512
080290,08029082,6,0.0010495700113722483,388565,370213512
080290,08029098,6,0.2433507802384047,90091747,370213512
080310,08031010,2,0.9785720547470338,141710273,144813325
080310,08031020,2,0.02142794525296619,3103052,144813325
080390,08039000,1,1,1939541605,1939541605
080410,08041020,4,0.20856150564232007,6237343,29906492
080410,08041040,4,0.1966252344139861,5880371,29906492
080410,08041060,4,0.5920911753876048,17707370,29906492
080410,08041080,4,0.0027220845560890256,81408,29906492
080420,08042040,3,0.35414923389759256,5566773,15718721
080420,08042060,3,0.5049396194512263,7937005,15718721
080420,08042080,3,0.1409111466511811,2214943,15718721
080430,08043020,3,0.003395434436143878,1742274,513122557
080430,08043040,3,0.9660374977434485,495695631,513122557
080430,08043060,3,0.03056706782040767,15684652,513122557
080440,08044000,1,1,860141728,860141728
080450,08045040,3,0.5703238966594713,216608327,379798792
080450,08045060,3,0.2788262449239175,105897871,379798792
080450,08045080,3,0.15084985841661128,57292594,379798792
080510,08051000,1,1,106998405,106998405
080520,08052000,1,1,171252342,171252342
080540,08054040,2,0.3504044042023884,361145,1030652
080540,08054080,2,0.6495955957976116,669507,1030652
080550,08055020,3,0.16534420364790622,36259112,219294727
080550,08055030,3,0.7602213891809628,166712542,219294727
080550,08055040,3,0.07443440717113094,16323073,219294727
080590,08059001,1,1,2403707,2403707
080610,08061020,3,0.21525192725886028,224810408,1044406017
080610,08061040,3,0.45221743585569557,472298611,1044406017
080610,08061060,3,0.33253063688544415,347296998,1044406017
080620,08062010,3,0.9792512891996511,32395551,33081959
080620,08062020,3,0.02028386529346705,671030,33081959
080620,08062090,3,4.6484550688186274e-4,15378,33081959
080711,08071130,2,0.19772499977005217,46884356,237119009
080711,08071140,2,0.8022750002299478,190234653,237119009
080719,08071910,6,0.001011469015079843,235258,232590417
080719,08071920,6,0.5955404602933405,138517004,232590417
080719,08071950,6,0.004230483838033619,983970,232590417
080719,08071960,6,3.7648584636227727e-4,87567,232590417
080719,08071970,6,0.265355283317627,61719096,232590417
080719,08071980,6,0.13348581768955683,31047522,232590417
080720,08072000,1,1,85804359,85804359
080810,08081000,1,1,163608008,163608008
080830,08083020,2,0.3652954895940285,26961240,73806660
080830,08083040,2,0.6347045104059715,46845420,73806660
080840,08084020,2,0.08933355457672117,473768,5303360
080840,08084040,2,0.9106664454232788,4829592,5303360
080910,08091000,1,1,3206270,3206270
080921,08092100,1,1,4719153,4719153
080929,08092900,1,1,37496448,37496448
080930,08093020,2,0.0014469976068082206,72725,50259240
080930,08093040,2,0.9985530023931918,50186515,50259240
080940,08094020,2,0.9932068404634443,33816634,34047927
080940,08094040,2,0.006793159536555632,231293,34047927
081010,08101020,2,0.02239202208380607,7842322,350228397
081010,08101040,2,0.9776079779161939,342386075,350228397
081020,08102010,2,0.7903558462687571,307756022,389389189
081020,08102090,2,0.2096441537312429,81633167,389389189
081030,08103000,1,1,294203,294203
081040,08104000,1,1,503814386,503814386
081050,08105000,1,1,71388249,71388249
081060,08106000,1,1,2980969,2980969
081070,08107000,1,1,1311012,1311012
081090,08109027,2,0.023515465603676004,2683574,114119535
081090,08109046,2,0.976484534396324,111435961,114119535
081110,08111000,1,1,146839520,146839520
081120,08112020,2,0.7119317619582811,56887818,79906279
081120,08112040,2,0.2880682380417188,23018461,79906279
081190,08119010,11,0.038129483412952976,15191824,398427218
081190,08119020,11,0.46665211260742734,185926903,398427218
081190,08119022,11,0.005881533424757141,2343363,398427218
081190,08119025,11,0.0025783228494193886,1027274,398427218
081190,08119030,11,0.011329537230561392,4513996,398427218
081190,08119035,11,0.03830140439853183,15260322,398427218
081190,08119040,11,0.004866422052521522,1938915,398427218
081190,08119050,11,0.05863927448852151,23363483,398427218
081190,08119052,11,0.13670492260395725,54466962,398427218
081190,08119055,11,0.0027394212812037353,1091460,398427218
081190,08119080,11,0.2341775656501459,93302716,398427218
081210,08121000,1,1,15701315,15701315
081290,08129010,6,0.009980999324678915,29175,2923054
081290,08129020,6,0.03667499813551169,107203,2923054
081290,08129030,6,0.003144998347618621,9193,2923054
081290,08129040,6,0.434886936744925,1271198,2923054
081290,08129050,6,0.029304282438846495,85658,2923054
081290,08129090,6,0.4860077850084193,1420627,2923054
081310,08131000,1,1,47500104,47500104
081320,08132010,2,0.5154643954237257,833975,1617910
081320,08132020,2,0.4845356045762743,783935,1617910
081330,08133000,1,1,34739276,34739276
081340,08134010,7,0.05128895910877541,4698160,91601781
081340,08134015,7,3.4251517445932627e-4,31375,91601781
081340,08134020,7,0.6979807958100728,63936284,91601781
081340,08134030,7,0.018229994894968255,1669900,91601781
081340,08134040,7,0.014321086180627864,1311837,91601781
081340,08134080,7,0.04917748269545109,4504745,91601781
081340,08134090,7,0.16865916613564533,15449480,91601781
081350,08135000,1,1,9150370,9150370
081400,08140010,3,0.4839323251464411,1294503,2674967
081400,08140040,3,0.03269049674257664,87446,2674967
081400,08140080,3,0.4833771781109823,1293018,2674967
090111,09011100,1,1,5348463454,5348463454
090112,09011200,1,1,459262376,459262376
090121,09012100,1,1,614949995,614949995
090122,09012200,1,1,110512874,110512874
090190,09019010,2,0.5601355442100031,309937,553325
090190,09019020,2,0.43986445578999683,243388,553325
090210,09021010,2,0.19312744141295168,10201600,52823151
090210,09021090,2,0.8068725585870483,42621551,52823151
090220,09022010,2,0.034603799885390675,2102206,60750727
090220,09022090,2,0.9653962001146094,58648521,60750727
090230,09023000,1,1,101304495,101304495
090240,09024000,1,1,199302589,199302589
090300,09030000,1,1,4799689,4799689
090411,09041100,1,1,358618196,358618196
090412,09041200,1,1,82358340,82358340
090421,09042120,4,0.2401230920857746,39305547,163689159
090421,09042140,4,0.04378228859982108,7166686,163689159
090421,09042160,4,0.6898502300937351,112921004,163689159
090421,09042180,4,0.02624438922066916,4295922,163689159
090422,09042220,5,0.2955940354871322,37798429,127872773
090422,09042240,5,0.007728744570198693,988296,127872773
090422,09042273,5,0.2262255703174592,28928091,127872773
090422,09042276,5,0.4619404085340356,59069601,127872773
090422,09042280,5,0.008511241091174272,1088356,127872773
090510,09051000,1,1,43051446,43051446
090520,09052000,1,1,888630,888630
090611,09061100,1,1,20308135,20308135
090619,09061900,1,1,12872541,12872541
090620,09062000,1,1,14675391,14675391
090710,09071000,1,1,13398462,13398462
090720,09072000,1,1,3965461,3965461
090811,09081100,1,1,19787925,19787925
090812,09081200,1,1,10578741,10578741
090821,09082100,1,1,2033929,2033929
090822,09082220,2,0.2700412388307808,609509,2257096
090822,09082240,2,0.7299587611692192,1647587,2257096
090831,09083100,1,1,9755763,9755763
090832,09083200,1,1,2097523,2097523
090921,09092100,1,1,4095517,4095517
090922,09092200,1,1,1530519,1530519
090931,09093100,1,1,23172503,23172503
090932,09093200,1,1,11948303,11948303
090961,09096100,1,1,16116670,16116670
090962,09096200,1,1,6071748,6071748
091011,09101100,1,1,41662067,41662067
091012,09101200,1,1,4726826,4726826
091020,09102000,1,1,14346718,14346718
091030,09103000,1,1,10713494,10713494
091091,09109100,1,1,19369832,19369832
091099,09109905,8,0.1558912373241346,11122311,71346608
091099,09109906,8,0.023538876578407204,1679419,71346608
091099,09109907,8,0.010072251788059778,718621,71346608
091099,09109910,8,0.08503480641994922,6066945,71346608
091099,09109920,8,0.21081980519662546,15041278,71346608
091099,09109940,8,0.03905075627421559,2786139,71346608
091099,09109950,8,0.038691383898727186,2760499,71346608
091099,09109960,8,0.43690088251988096,31171396,71346608
100111,10011100,1,1,806774,806774
100119,10011900,1,1,208076690,208076690
100191,10019100,1,1,1442591,1442591
100199,10019900,1,1,621379047,621379047
100210,10021000,1,1,27745270,27745270
100290,10029000,1,1,24290383,24290383
100310,10031000,1,1,3714914,3714914
100390,10039020,2,0.7580899422246127,117973881,155619900
100390,10039040,2,0.24191005777538735,37646019,155619900
100410,10041000,1,1,3962213,3962213
100490,10049000,1,1,393829253,393829253
100510,10051000,1,1,432385716,432385716
100590,10059020,2,0.5997857042266697,309487131,515996178
100590,10059040,2,0.40021429577333034,206509047,515996178
100610,10061000,1,1,161329,161329
100620,10062020,2,0.8342553751697225,50065266,60011919
100620,10062040,2,0.16574462483027746,9946653,60011919
100630,10063010,2,0.04862084676905609,28098123,577902790
100630,10063090,2,0.9513791532309439,549804667,577902790
100640,10064000,1,1,21239204,21239204
100710,10071000,1,1,2294698,2294698
100790,10079000,1,1,6041399,6041399
100810,10081000,1,1,5401026,5401026
100821,10082100,1,1,2004564,2004564
100829,10082900,1,1,1409194,1409194
100830,10083000,1,1,8197645,8197645
100850,10085000,1,1,40971311,40971311
100860,10086000,1,1,4020552,4020552
100890,10089001,1,1,6794616,6794616
110100,11010000,1,1,112274791,112274791
110220,11022000,1,1,40834855,40834855
110290,11029020,5,0.014253318309125717,440129,30879055
110290,11029025,5,0.6406210617520517,19781773,30879055
110290,11029027,5,0.020113666043212786,621091,30879055
110290,11029030,5,0.030530597519904674,942756,30879055
110290,11029060,5,0.29448135637570516,9093306,30879055
110311,11031100,1,1,18212828,18212828
110313,11031300,1,1,17712642,17712642
110319,11031912,3,0.9545634454211893,66436099,69598411
110319,11031914,3,0.00239848866664499,166931,69598411
110319,11031990,3,0.043038065912165725,2995381,69598411
110320,11032000,1,1,2837827,2837827
110412,11041200,1,1,71390941,71390941
110419,11041910,2,0.3135894244452819,2165234,6904678
110419,11041990,2,0.6864105755547181,4739444,6904678
110422,11042200,1,1,38076640,38076640
110423,11042300,1,1,2994671,2994671
110429,11042910,2,0.35239913190201333,2758308,7827227
